x_logit_normal,pdf_logit_normal_mu_-1,pdf_logit_normal_mu_0,pdf_logit_normal_mu_1
0,NaN,NaN,NaN
0.001,2.5483626723422,0.513637440549602,0.08062662688436
0.002,3.34717463901973,0.802490770247867,0.149840115618919
0.003,3.71616007738124,0.986251661237725,0.203848472551184
0.004,3.90579224174707,1.11415627831531,0.247519526110548
0.005,4.00356776511999,1.2078714746265,0.283805394167079
0.006,4.04887288767005,1.27882809616434,0.314569473543077
0.007,4.06213366116312,1.33376162434184,0.341058285999953
0.008,4.05496189374177,1.37694998692495,0.364146327816276
0.009,4.03439860021414,1.41126258711845,0.384470685436915
0.01,4.00492144450841,1.43870586325901,0.40250974988735
0.011,3.96948309330745,1.46072971889251,0.418631740536502
0.012,3.93008612538272,1.47841021075484,0.433125963944466
0.013,3.88811890934843,1.49256378041461,0.446223705365389
0.014,3.84456056215723,1.50382152568566,0.458112631776102
0.015,3.80011060126398,1.51267909206053,0.468946988364382
0.016,3.75527347706581,1.51953112818351,0.478854984032311
0.017,3.71041512369467,1.52469565479486,0.487944248512654
0.018,3.66580163645749,1.52843166077082,0.496305935846629
0.019,3.62162623687585,1.53095204201056,0.504017858235104
0.02,3.57802838912369,1.53243327035649,0.511146912731955
0.021,3.53510755249516,1.53302272356412,0.517750983841184
0.022,3.49293320346478,1.53284431429932,0.523880452032276
0.023,3.45155222276388,1.53200286354763,0.529579402034371
0.024,3.41099439514445,1.53058753462151,0.534886599680139
0.025,3.37127654033818,1.52867455566484,0.539836288370754
0.026,3.33240564001293,1.52632939720383,0.544458843559289
0.027,3.29438122076737,1.52360852800545,0.548781314449113
0.028,3.25719718075067,1.52056084153119,0.552827875340248
0.029,3.22084319670997,1.51722882282536,0.556620204026385
0.03,3.18530581223314,1.51364950921307,0.560177800863986
0.031,3.1505692820944,1.5098552859755,0.563518259263904
0.032,3.1166162288576,1.50587454902544,0.566657496155927
0.033,3.08342815416181,1.50173225969124,0.569609949276113
0.034,3.05098583697019,1.49745041144231,0.572388746801653
0.035,3.0192696435074,1.49304842433094,0.575005853817633
0.036,2.98825976793824,1.48854347978023,0.577472199277329
0.037,2.95793641855182,1.48395080589111,0.579797786462785
0.038,2.92827996095067,1.47928392151079,0.581991789427764
0.039,2.89927102724406,1.47455484577667,0.584062637482376
0.04,2.87089059831792,1.46977427863327,0.586018089436034
0.041,2.84312006476185,1.46495175684558,0.587865299036232
0.042,2.81594127087167,1.46009578924812,0.589610872812003
0.043,2.78933654523694,1.45521397433414,0.591260921342824
0.044,2.76328872070914,1.45031310277326,0.592821104818238
0.045,2.73778114598225,1.44539924702411,0.594296673624342
0.046,2.7127976905718,1.44047783986236,0.595692504585714
0.047,2.68832274462347,1.43555374335915,0.597013133401208
0.048,2.66434121469967,1.43063130960886,0.598262783736433
0.049,2.64083851646661,1.4257144343089,0.599445393371844
0.05,2.61780056502264,1.42080660413076,0.600564637751441
0.051,2.59521376346335,1.41591093868447,0.601623951231161
0.052,2.57306499016103,1.41103022776377,0.602626546287065
0.053,2.55134158514175,1.40616696446243,0.603575430910012
0.054,2.53003133586639,1.40132337467031,0.60447342438497
0.055,2.50912246265991,1.39650144338829,0.60532317162853
0.056,2.48860360398311,1.3917029382424,0.606127156237039
0.057,2.4684638017,1.38692943052703,0.606887712379486
0.058,2.44869248646121,1.3821823140642,0.607607035653453
0.059,2.42927946329647,1.37746282212902,0.608287193008671
0.06,2.41021489748798,1.37277204265991,0.608930131830793
0.061,2.39148930077845,1.36811093194477,0.609537688267541
0.062,2.37309351795337,1.36348032695083,0.610111594870268
