Eff_vals_pdf,dt_0wk_conv,dt_5wk_conv,dt_10wk_conv,dt_15wk_conv,dt_20wk_conv,dt_25wk_conv,dt_30wk_conv,dt_35wk_conv,dt_40wk_conv,dt_45wk_conv,dt_50wk_conv
0.013,0.000548829489485347,0.00138842376957061,0.0034219797162419,0.00807022007846132,0.0182115068767437,0.0393241136476829,0.0812502225980207,0.160635945142681,0.303887938409324,0.550093799028975,0.952823790754531
0.014,0.000652837558634517,0.00163365173168624,0.00398107287199508,0.00928310651412925,0.0207128135781529,0.0442219017923169,0.0903417068724396,0.176600416729094,0.330329768494578,0.59122972183132,1.01255205734971
0.015,0.000765542167192072,0.00189632747339722,0.00457271177062884,0.0105508360527264,0.0232944509340737,0.0492119572908767,0.09948127782367,0.192426388176142,0.356156158168654,0.63076682578417,1.06893128244582
0.016,0.000886745082779523,0.00217576388924595,0.00519497484325983,0.0118688239932558,0.0259468407829913,0.0542767507189821,0.108641499452,0.208079941888063,0.381344284161819,0.668739261392508,1.12214494554217
0.017,0.00101624215781894,0.00247129202865838,0.00584605558923688,0.0132328798587402,0.0286614630092103,0.0594011560078565,0.117799648705725,0.223535060649607,0.405882065493283,0.70519078700171,1.17237339507939
0.018,0.00115382653665757,0.00278226459523458,0.00652425901641249,0.0146391720869793,0.0314307246650328,0.0645720878389979,0.126936880160837,0.23877198384743,0.429765423850761,0.740171114906765,1.21979079050505
0.019,0.00129929104070378,0.00310805802212088,0.0072279966929034,0.0160841949788022,0.0342478466047185,0.0697782007166998,0.136037555756566,0.253775931314625,0.452996239539617,0.7737333560403,1.26456337548275
0.02,0.00145242993767148,0.00344807355207546,0.00795578107566638,0.0175647382735631,0.0371067653954613,0.0750096381726266,0.145088703247571,0.268536104323129,0.475580814051567,0.805932230250295,1.30684860557454
0.021,0.00161304024612639,0.00380173762261324,0.00870621954002279,0.0190778594308488,0.0400020484202476,0.0802578228399146,0.1540795758156,0.28304489765397,0.497528705820458,0.836822815585298,1.34679482311688
0.022,0.00178092268738859,0.00416850176860298,0.00947800837826479,0.0206208585392901,0.0429288203107619,0.0855152799721759,0.163001291777244,0.297297273936223,0.51885184366201,0.866459680250329,1.38454127911588
0.023,0.00195588236860086,0.00454784219351459,0.0102699269337476,0.0221912556924006,0.0458826990871742,0.0907754884469372,0.171846538160558,0.311290263807894,0.539563848703595,0.89489628803517,1.42021837076817
0.024,0.00213772926015928,0.00493925911751976,0.0110808319702044,0.0237867706351401,0.0488597406087531,0.0960327544546492,0.180609325552596,0.325022564410963,0.559679514113572,0.922184600117107,1.4539480079723
0.025,0.00232627851550622,0.00534227598013976,0.0119096523322593,0.0254053044743052,0.0518563901437114,0.101282103995413,0.189284784364922,0.338494215297381,0.579214405119234,0.948374818290223,1.48584405164747
0.026,0.00252135066997801,0.00575643855329994,0.0127553839244711,0.0270449232496004,0.0548694400453266,0.10651919103691,0.197868994756329,0.35170633568285,0.598184551299519,0.973515230139786,1.51601278623329
0.027,0.00272277174691372,0.00618131400491483,0.0136170850176347,0.0287038431735711,0.0578959926747633,0.111740218769396,0.206358844058804,0.364660910617922,0.616606210055627,0.997652127595822,1.54455340182272
0.028,0.00293037329281439,0.00661648994171749,0.0144938718791777,0.0303804173635325,0.060933427841423,0.116941871858959,0.214751906795687,0.377360616385934,0.634495685250165,1.02082977807796,1.57155847017002
0.029,0.00314399235845486,0.00706157345173308,0.0153849147170923,0.0320731239048465,0.0639793741418445,0.122121257973619,0.223046343349168,0.389808677521203,0.651869188781376,1.04309043303368,1.59711440473865
