sig_vals,mu_vals,eff_vals,p_outbreak_th,final_size_mean_th,final_size_q90_th,final_size_q75_th,final_size_q50_th,final_size_q25_th,p_outbreak,final_size_mean,final_size_q90,final_size_q75,final_size_q50,final_size_q25
15.75,-8.3136133211288,0.299999994753472,0.343,408.498542274052,583.8,535,480,363.25,0.591,141.419,525.5,384.5,2,1
16,-8.44387216246712,0.300000018027825,0.341,399.392961876833,570,530.25,473,356.75,0.591,137.451,521.5,367.5,2,1
16.25,-8.57415949758168,0.299999973045164,0.331,388.981873111782,570,539.75,484,288.5,0.593,130.126,530,275.5,2,1
16.5,-8.70447158771916,0.299999917672278,0.328,395.887195121951,575.1,533,472.5,367,0.576,131.162,522,337.5,2,1
16.75,-8.83479835823035,0.300000038462625,0.358,410.245810055866,585.7,545,486.5,389,0.61,148.168,538,419,3,1
17,-8.96515208794243,0.30000005773187,0.31,382.735483870968,571,532,465.5,311,0.581,120.041,514,50.5,2,1
17.25,-9.09553527002637,0.299999911004772,0.354,402.531073446328,583.1,536,472,344,0.609,143.869,529.5,397.5,3,1
17.5,-9.22592219119119,0.300000095924244,0.328,424.621951219512,577,537,488,402.5,0.581,140.574,528,387,2,1
17.75,-9.35634100748915,0.300000033570091,0.365,388.756164383562,573,531.25,471,334,0.625,143.172,520,407,3,1
18,-9.48677834598024,0.299999975891683,0.343,398.950437317784,576,540,486,345.25,0.6,138.211,533,366,2,1
18.25,-9.61722747634409,0.300000036040221,0.331,407.652567975831,580.4,536.75,488,368.5,0.589,136.276,528,358.5,2,1
18.5,-9.74769615349069,0.300000050905243,0.345,397.208695652174,571,535.25,488,352,0.591,138.275,530.5,394,2,1
18.75,-9.87818964495703,0.299999912589495,0.338,409.822485207101,576.4,529,480,368,0.572,139.796,518.5,380.5,2,1
19,-10.0086871687745,0.299999994004663,0.359,402.757660167131,583.8,538.75,486,344,0.623,145.959,533,406.5,3,1
19.25,-10.1391995483515,0.3000000810978,0.331,392.658610271903,584.4,534,473,340.5,0.589,131.298,523,330,2,1
19.5,-10.2697354631972,0.300000009301023,0.333,412.942942942943,577.2,538.5,490,389,0.578,138.817,528.5,389,2,1
19.75,-10.400282031195,0.300000000813498,0.359,394.771587743733,575,528,476,357.75,0.62,143.024,524,392.5,3,1
20,-10.5308445661818,0.299999952238306,0.355,383.49014084507,579,535,473,264,0.625,137.498,527.5,377.5,3,1
