x_normal,Normal_pdf_mu_-1,Normal_pdf_mu_0,Normal_pdf_mu_1
-5.038,0.00209277108384985,0.00209277108384985,0.00209277108384985
-5.037,0.00209593224529342,0.00209593224529342,0.00209593224529342
-5.036,0.00209909765694327,0.00209909765694327,0.00209909765694327
-5.035,0.00210226732363443,0.00210226732363443,0.00210226732363443
-5.034,0.00210544125020607,0.00210544125020607,0.00210544125020607
-5.033,0.00210861944150141,0.00210861944150141,0.00210861944150141
-5.032,0.00211180190236783,0.00211180190236783,0.00211180190236783
-5.031,0.00211498863765679,0.00211498863765679,0.00211498863765679
-5.03,0.0021181796522239,0.0021181796522239,0.0021181796522239
-5.029,0.00212137495092883,0.00212137495092883,0.00212137495092883
-5.028,0.00212457453863543,0.00212457453863543,0.00212457453863543
-5.027,0.00212777842021161,0.00212777842021161,0.00212777842021161
-5.026,0.00213098660052944,0.00213098660052944,0.00213098660052944
-5.025,0.00213419908446509,0.00213419908446509,0.00213419908446509
-5.024,0.00213741587689884,0.00213741587689884,0.00213741587689884
-5.023,0.00214063698271513,0.00214063698271513,0.00214063698271513
-5.022,0.00214386240680249,0.00214386240680249,0.00214386240680249
-5.021,0.00214709215405359,0.00214709215405359,0.00214709215405359
-5.02,0.00215032622936523,0.00215032622936523,0.00215032622936523
-5.019,0.00215356463763831,0.00215356463763831,0.00215356463763831
-5.018,0.0021568073837779,0.0021568073837779,0.0021568073837779
-5.017,0.00216005447269318,0.00216005447269318,0.00216005447269318
-5.016,0.00216330590929746,0.00216330590929746,0.00216330590929746
-5.015,0.00216656169850819,0.00216656169850819,0.00216656169850819
-5.014,0.00216982184524694,0.00216982184524694,0.00216982184524694
-5.013,0.00217308635443944,0.00217308635443944,0.00217308635443944
-5.012,0.00217635523101553,0.00217635523101553,0.00217635523101553
-5.011,0.00217962847990922,0.00217962847990922,0.00217962847990922
-5.01,0.00218290610605864,0.00218290610605864,0.00218290610605864
-5.009,0.00218618811440604,0.00218618811440604,0.00218618811440604
-5.008,0.00218947450989786,0.00218947450989786,0.00218947450989786
-5.007,0.00219276529748466,0.00219276529748466,0.00219276529748466
-5.006,0.00219606048212112,0.00219606048212112,0.00219606048212112
-5.005,0.00219936006876611,0.00219936006876611,0.00219936006876611
-5.004,0.00220266406238261,0.00220266406238261,0.00220266406238261
-5.003,0.00220597246793778,0.00220597246793778,0.00220597246793778
-5.002,0.00220928529040292,0.00220928529040292,0.00220928529040292
-5.001,0.00221260253475346,0.00221260253475346,0.00221260253475346
-5,0.002215924205969,0.002215924205969,0.002215924205969
-4.999,0.00221925030903331,0.00221925030903331,0.00221925030903331
-4.998,0.00222258084893428,0.00222258084893428,0.00222258084893428
-4.997,0.00222591583066398,0.00222591583066398,0.00222591583066398
-4.996,0.00222925525921862,0.00222925525921862,0.00222925525921862
-4.995,0.0022325991395986,0.0022325991395986,0.0022325991395986
-4.994,0.00223594747680844,0.00223594747680844,0.00223594747680844
-4.993,0.00223930027585685,0.00223930027585685,0.00223930027585685
-4.992,0.0022426575417567,0.0022426575417567,0.0022426575417567
-4.991,0.00224601927952499,0.00224601927952499,0.00224601927952499
-4.99,0.00224938549418294,0.00224938549418294,0.00224938549418294
-4.989,0.00225275619075589,0.00225275619075589,0.00225275619075589
-4.988,0.00225613137427336,0.00225613137427336,0.00225613137427336
-4.987,0.00225951104976905,0.00225951104976905,0.00225951104976905
-4.986,0.00226289522228083,0.00226289522228083,0.00226289522228083
-4.985,0.00226628389685071,0.00226628389685071,0.00226628389685071
-4.984,0.00226967707852491,0.00226967707852491,0.00226967707852491
-4.983,0.00227307477235381,0.00227307477235381,0.00227307477235381
-4.982,0.00227647698339196,0.00227647698339196,0.00227647698339196
-4.981,0.00227988371669808,0.00227988371669808,0.00227988371669808
-4.98,0.00228329497733507,0.00228329497733507,0.00228329497733507
-4.979,0.00228671077037003,0.00228671077037003,0.00228671077037003
-4.978,0.00229013110087421,0.00229013110087421,0.00229013110087421
-4.977,0.00229355597392305,0.00229355597392305,0.00229355597392305
-4.976,0.00229698539459619,0.00229698539459619,0.00229698539459619
-4.975,0.00230041936797741,0.00230041936797741,0.00230041936797741
-4.974,0.00230385789915471,0.00230385789915471,0.00230385789915471
-4.973,0.00230730099322027,0.00230730099322027,0.00230730099322027
-4.972,0.00231074865527045,0.00231074865527045,0.00231074865527045
-4.971,0.00231420089040579,0.00231420089040579,0.00231420089040579
-4.97,0.00231765770373103,0.00231765770373103,0.00231765770373103
-4.969,0.0023211191003551,0.0023211191003551,0.0023211191003551
-4.968,0.00232458508539111,0.00232458508539111,0.00232458508539111
-4.967,0.00232805566395637,0.00232805566395637,0.00232805566395637
-4.966,0.0023315308411724,0.0023315308411724,0.0023315308411724
-4.965,0.00233501062216486,0.00233501062216486,0.00233501062216486
-4.964,0.00233849501206366,0.00233849501206366,0.00233849501206366
-4.963,0.00234198401600289,0.00234198401600289,0.00234198401600289
-4.962,0.00234547763912084,0.00234547763912084,0.00234547763912084
-4.961,0.00234897588655997,0.00234897588655997,0.00234897588655997
-4.96,0.00235247876346699,0.00235247876346699,0.00235247876346699
-4.959,0.00235598627499277,0.00235598627499277,0.00235598627499277
-4.958,0.00235949842629239,0.00235949842629239,0.00235949842629239
-4.957,0.00236301522252516,0.00236301522252516,0.00236301522252516
-4.956,0.00236653666885455,0.00236653666885455,0.00236653666885455
-4.955,0.00237006277044827,0.00237006277044827,0.00237006277044827
-4.954,0.00237359353247823,0.00237359353247823,0.00237359353247823
-4.953,0.00237712896012053,0.00237712896012053,0.00237712896012053
-4.952,0.0023806690585555,0.0023806690585555,0.0023806690585555
-4.951,0.00238421383296767,0.00238421383296767,0.00238421383296767
-4.95,0.00238776328854578,0.00238776328854578,0.00238776328854578
-4.949,0.00239131743048278,0.00239131743048278,0.00239131743048278
-4.948,0.00239487626397584,0.00239487626397584,0.00239487626397584
-4.947,0.00239843979422634,0.00239843979422634,0.00239843979422634
-4.946,0.00240200802643988,0.00240200802643988,0.00240200802643988
-4.945,0.00240558096582625,0.00240558096582625,0.00240558096582625
-4.944,0.00240915861759951,0.00240915861759951,0.00240915861759951
-4.943,0.00241274098697788,0.00241274098697788,0.00241274098697788
-4.942,0.00241632807918384,0.00241632807918384,0.00241632807918384
-4.941,0.00241991989944407,0.00241991989944407,0.00241991989944407
-4.94,0.00242351645298948,0.00242351645298948,0.00242351645298948
-4.939,0.00242711774505519,0.00242711774505519,0.00242711774505519
-4.938,0.00243072378088057,0.00243072378088057,0.00243072378088057
-4.937,0.00243433456570919,0.00243433456570919,0.00243433456570919
-4.936,0.00243795010478885,0.00243795010478885,0.00243795010478885
-4.935,0.00244157040337158,0.00244157040337158,0.00244157040337158
-4.934,0.00244519546671365,0.00244519546671365,0.00244519546671365
-4.933,0.00244882530007552,0.00244882530007552,0.00244882530007552
-4.932,0.00245245990872193,0.00245245990872193,0.00245245990872193
-4.931,0.00245609929792181,0.00245609929792181,0.00245609929792181
-4.93,0.00245974347294835,0.00245974347294835,0.00245974347294835
-4.929,0.00246339243907895,0.00246339243907895,0.00246339243907895
-4.928,0.00246704620159525,0.00246704620159525,0.00246704620159525
-4.927,0.00247070476578314,0.00247070476578314,0.00247070476578314
-4.926,0.00247436813693273,0.00247436813693273,0.00247436813693273
-4.925,0.00247803632033836,0.00247803632033836,0.00247803632033836
-4.924,0.00248170932129863,0.00248170932129863,0.00248170932129863
-4.923,0.00248538714511636,0.00248538714511636,0.00248538714511636
-4.922,0.00248906979709862,0.00248906979709862,0.00248906979709862
-4.921,0.00249275728255672,0.00249275728255672,0.00249275728255672
-4.92,0.00249644960680619,0.00249644960680619,0.00249644960680619
-4.919,0.00250014677516683,0.00250014677516683,0.00250014677516683
-4.918,0.00250384879296268,0.00250384879296268,0.00250384879296268
-4.917,0.00250755566552201,0.00250755566552201,0.00250755566552201
-4.916,0.00251126739817734,0.00251126739817734,0.00251126739817734
-4.915,0.00251498399626545,0.00251498399626545,0.00251498399626545
-4.914,0.00251870546512734,0.00251870546512734,0.00251870546512734
-4.913,0.00252243181010829,0.00252243181010829,0.00252243181010829
-4.912,0.00252616303655781,0.00252616303655781,0.00252616303655781
-4.911,0.00252989914982965,0.00252989914982965,0.00252989914982965
-4.91,0.00253364015528184,0.00253364015528184,0.00253364015528184
-4.909,0.00253738605827664,0.00253738605827664,0.00253738605827664
-4.908,0.00254113686418057,0.00254113686418057,0.00254113686418057
-4.907,0.0025448925783644,0.0025448925783644,0.0025448925783644
-4.906,0.00254865320620315,0.00254865320620315,0.00254865320620315
-4.905,0.00255241875307612,0.00255241875307612,0.00255241875307612
-4.904,0.00255618922436683,0.00255618922436683,0.00255618922436683
-4.903,0.00255996462546309,0.00255996462546309,0.00255996462546309
-4.902,0.00256374496175695,0.00256374496175695,0.00256374496175695
-4.901,0.00256753023864472,0.00256753023864472,0.00256753023864472
-4.9,0.00257132046152697,0.00257132046152697,0.00257132046152697
-4.899,0.00257511563580854,0.00257511563580854,0.00257511563580854
-4.898,0.00257891576689853,0.00257891576689853,0.00257891576689853
-4.897,0.00258272086021029,0.00258272086021029,0.00258272086021029
-4.896,0.00258653092116144,0.00258653092116144,0.00258653092116144
-4.895,0.00259034595517388,0.00259034595517388,0.00259034595517388
-4.894,0.00259416596767375,0.00259416596767375,0.00259416596767375
-4.893,0.00259799096409146,0.00259799096409146,0.00259799096409146
-4.892,0.00260182094986172,0.00260182094986172,0.00260182094986172
-4.891,0.00260565593042345,0.00260565593042345,0.00260565593042345
-4.89,0.0026094959112199,0.0026094959112199,0.0026094959112199
-4.889,0.00261334089769854,0.00261334089769854,0.00261334089769854
-4.888,0.00261719089531114,0.00261719089531114,0.00261719089531114
-4.887,0.00262104590951372,0.00262104590951372,0.00262104590951372
-4.886,0.0026249059457666,0.0026249059457666,0.0026249059457666
-4.885,0.00262877100953435,0.00262877100953435,0.00262877100953435
-4.884,0.00263264110628582,0.00263264110628582,0.00263264110628582
-4.883,0.00263651624149413,0.00263651624149413,0.00263651624149413
-4.882,0.00264039642063669,0.00264039642063669,0.00264039642063669
-4.881,0.00264428164919516,0.00264428164919516,0.00264428164919516
-4.88,0.00264817193265551,0.00264817193265551,0.00264817193265551
-4.879,0.00265206727650796,0.00265206727650796,0.00265206727650796
-4.878,0.00265596768624702,0.00265596768624702,0.00265596768624702
-4.877,0.00265987316737148,0.00265987316737148,0.00265987316737148
-4.876,0.00266378372538441,0.00266378372538441,0.00266378372538441
-4.875,0.00266769936579316,0.00266769936579316,0.00266769936579316
-4.874,0.00267162009410935,0.00267162009410935,0.00267162009410935
-4.873,0.00267554591584891,0.00267554591584891,0.00267554591584891
-4.872,0.00267947683653202,0.00267947683653202,0.00267947683653202
-4.871,0.00268341286168317,0.00268341286168317,0.00268341286168317
-4.87,0.00268735399683113,0.00268735399683113,0.00268735399683113
-4.869,0.00269130024750894,0.00269130024750894,0.00269130024750894
-4.868,0.00269525161925394,0.00269525161925394,0.00269525161925394
-4.867,0.00269920811760775,0.00269920811760775,0.00269920811760775
-4.866,0.00270316974811629,0.00270316974811629,0.00270316974811629
-4.865,0.00270713651632976,0.00270713651632976,0.00270713651632976
-4.864,0.00271110842780264,0.00271110842780264,0.00271110842780264
-4.863,0.00271508548809372,0.00271508548809372,0.00271508548809372
-4.862,0.00271906770276606,0.00271906770276606,0.00271906770276606
-4.861,0.00272305507738703,0.00272305507738703,0.00272305507738703
-4.86,0.00272704761752828,0.00272704761752828,0.00272704761752828
-4.859,0.00273104532876575,0.00273104532876575,0.00273104532876575
-4.858,0.00273504821667969,0.00273504821667969,0.00273504821667969
-4.857,0.00273905628685463,0.00273905628685463,0.00273905628685463
-4.856,0.0027430695448794,0.0027430695448794,0.0027430695448794
-4.855,0.00274708799634713,0.00274708799634713,0.00274708799634713
-4.854,0.00275111164685523,0.00275111164685523,0.00275111164685523
-4.853,0.00275514050200543,0.00275514050200543,0.00275514050200543
-4.852,0.00275917456740374,0.00275917456740374,0.00275917456740374
-4.851,0.00276321384866047,0.00276321384866047,0.00276321384866047
-4.85,0.00276725835139025,0.00276725835139025,0.00276725835139025
-4.849,0.00277130808121198,0.00277130808121198,0.00277130808121198
-4.848,0.00277536304374888,0.00277536304374888,0.00277536304374888
-4.847,0.00277942324462846,0.00277942324462846,0.00277942324462846
-4.846,0.00278348868948254,0.00278348868948254,0.00278348868948254
-4.845,0.00278755938394724,0.00278755938394724,0.00278755938394724
-4.844,0.00279163533366298,0.00279163533366298,0.00279163533366298
-4.843,0.00279571654427449,0.00279571654427449,0.00279571654427449
-4.842,0.00279980302143081,0.00279980302143081,0.00279980302143081
-4.841,0.00280389477078526,0.00280389477078526,0.00280389477078526
-4.84,0.00280799179799548,0.00280799179799548,0.00280799179799548
-4.839,0.00281209410872344,0.00281209410872344,0.00281209410872344
-4.838,0.00281620170863537,0.00281620170863537,0.00281620170863537
-4.837,0.00282031460340185,0.00282031460340185,0.00282031460340185
-4.836,0.00282443279869774,0.00282443279869774,0.00282443279869774
-4.835,0.00282855630020223,0.00282855630020223,0.00282855630020223
-4.834,0.0028326851135988,0.0028326851135988,0.0028326851135988
-4.833,0.00283681924457524,0.00283681924457524,0.00283681924457524
-4.832,0.00284095869882369,0.00284095869882369,0.00284095869882369
-4.831,0.00284510348204054,0.00284510348204054,0.00284510348204054
-4.83,0.00284925359992654,0.00284925359992654,0.00284925359992654
-4.829,0.00285340905818673,0.00285340905818673,0.00285340905818673
-4.828,0.00285756986253047,0.00285756986253047,0.00285756986253047
-4.827,0.00286173601867142,0.00286173601867142,0.00286173601867142
-4.826,0.00286590753232757,0.00286590753232757,0.00286590753232757
-4.825,0.00287008440922124,0.00287008440922124,0.00287008440922124
-4.824,0.00287426665507902,0.00287426665507902,0.00287426665507902
-4.823,0.00287845427563186,0.00287845427563186,0.00287845427563186
-4.822,0.00288264727661499,0.00288264727661499,0.00288264727661499
-4.821,0.00288684566376799,0.00288684566376799,0.00288684566376799
-4.82,0.00289104944283474,0.00289104944283474,0.00289104944283474
-4.819,0.00289525861956343,0.00289525861956343,0.00289525861956343
-4.818,0.00289947319970659,0.00289947319970659,0.00289947319970659
-4.817,0.00290369318902104,0.00290369318902104,0.00290369318902104
-4.816,0.00290791859326796,0.00290791859326796,0.00290791859326796
-4.815,0.00291214941821281,0.00291214941821281,0.00291214941821281
-4.814,0.0029163856696254,0.0029163856696254,0.0029163856696254
-4.813,0.00292062735327984,0.00292062735327984,0.00292062735327984
-4.812,0.00292487447495457,0.00292487447495457,0.00292487447495457
-4.811,0.00292912704043236,0.00292912704043236,0.00292912704043236
-4.81,0.0029333850555003,0.0029333850555003,0.0029333850555003
-4.809,0.00293764852594978,0.00293764852594978,0.00293764852594978
-4.808,0.00294191745757655,0.00294191745757655,0.00294191745757655
-4.807,0.00294619185618065,0.00294619185618065,0.00294619185618065
-4.806,0.00295047172756648,0.00295047172756648,0.00295047172756648
-4.805,0.00295475707754274,0.00295475707754274,0.00295475707754274
-4.804,0.00295904791192245,0.00295904791192245,0.00295904791192245
-4.803,0.00296334423652298,0.00296334423652298,0.00296334423652298
-4.802,0.00296764605716601,0.00296764605716601,0.00296764605716601
-4.801,0.00297195337967754,0.00297195337967754,0.00297195337967754
-4.8,0.00297626620988793,0.00297626620988793,0.00297626620988793
-4.799,0.00298058455363183,0.00298058455363183,0.00298058455363183
-4.798,0.00298490841674823,0.00298490841674823,0.00298490841674823
-4.797,0.00298923780508047,0.00298923780508047,0.00298923780508047
-4.796,0.0029935727244762,0.0029935727244762,0.0029935727244762
-4.795,0.00299791318078739,0.00299791318078739,0.00299791318078739
-4.794,0.00300225917987035,0.00300225917987035,0.00300225917987035
-4.793,0.00300661072758574,0.00300661072758574,0.00300661072758574
-4.792,0.00301096782979852,0.00301096782979852,0.00301096782979852
-4.791,0.003015330492378,0.003015330492378,0.003015330492378
-4.79,0.0030196987211978,0.0030196987211978,0.0030196987211978
-4.789,0.00302407252213591,0.00302407252213591,0.00302407252213591
-4.788,0.00302845190107461,0.00302845190107461,0.00302845190107461
-4.787,0.00303283686390055,0.00303283686390055,0.00303283686390055
-4.786,0.00303722741650469,0.00303722741650469,0.00303722741650469
-4.785,0.00304162356478232,0.00304162356478232,0.00304162356478232
-4.784,0.00304602531463309,0.00304602531463309,0.00304602531463309
-4.783,0.00305043267196096,0.00305043267196096,0.00305043267196096
-4.782,0.00305484564267422,0.00305484564267422,0.00305484564267422
-4.781,0.00305926423268552,0.00305926423268552,0.00305926423268552
-4.78,0.00306368844791185,0.00306368844791185,0.00306368844791185
-4.779,0.00306811829427448,0.00306811829427448,0.00306811829427448
-4.778,0.00307255377769909,0.00307255377769909,0.00307255377769909
-4.777,0.00307699490411564,0.00307699490411564,0.00307699490411564
-4.776,0.00308144167945846,0.00308144167945846,0.00308144167945846
-4.775,0.00308589410966619,0.00308589410966619,0.00308589410966619
-4.774,0.00309035220068184,0.00309035220068184,0.00309035220068184
-4.773,0.00309481595845272,0.00309481595845272,0.00309481595845272
-4.772,0.00309928538893052,0.00309928538893052,0.00309928538893052
-4.771,0.00310376049807124,0.00310376049807124,0.00310376049807124
-4.77,0.00310824129183521,0.00310824129183521,0.00310824129183521
-4.769,0.00311272777618713,0.00311272777618713,0.00311272777618713
-4.768,0.00311721995709602,0.00311721995709602,0.00311721995709602
-4.767,0.00312171784053525,0.00312171784053525,0.00312171784053525
-4.766,0.0031262214324825,0.0031262214324825,0.0031262214324825
-4.765,0.00313073073891982,0.00313073073891982,0.00313073073891982
-4.764,0.00313524576583362,0.00313524576583362,0.00313524576583362
-4.763,0.00313976651921459,0.00313976651921459,0.00313976651921459
-4.762,0.00314429300505781,0.00314429300505781,0.00314429300505781
-4.761,0.00314882522936269,0.00314882522936269,0.00314882522936269
-4.76,0.00315336319813296,0.00315336319813296,0.00315336319813296
-4.759,0.00315790691737673,0.00315790691737673,0.00315790691737673
-4.758,0.00316245639310642,0.00316245639310642,0.00316245639310642
-4.757,0.0031670116313388,0.0031670116313388,0.0031670116313388
-4.756,0.00317157263809499,0.00317157263809499,0.00317157263809499
-4.755,0.00317613941940045,0.00317613941940045,0.00317613941940045
-4.754,0.00318071198128497,0.00318071198128497,0.00318071198128497
-4.753,0.00318529032978271,0.00318529032978271,0.00318529032978271
-4.752,0.00318987447093214,0.00318987447093214,0.00318987447093214
-4.751,0.00319446441077611,0.00319446441077611,0.00319446441077611
-4.75,0.00319906015536178,0.00319906015536178,0.00319906015536178
-4.749,0.00320366171074067,0.00320366171074067,0.00320366171074067
-4.748,0.00320826908296865,0.00320826908296865,0.00320826908296865
-4.747,0.00321288227810592,0.00321288227810592,0.00321288227810592
-4.746,0.00321750130221702,0.00321750130221702,0.00321750130221702
-4.745,0.00322212616137087,0.00322212616137087,0.00322212616137087
-4.744,0.0032267568616407,0.0032267568616407,0.0032267568616407
-4.743,0.00323139340910409,0.00323139340910409,0.00323139340910409
-4.742,0.00323603580984298,0.00323603580984298,0.00323603580984298
-4.741,0.00324068406994364,0.00324068406994364,0.00324068406994364
-4.74,0.00324533819549668,0.00324533819549668,0.00324533819549668
-4.739,0.00324999819259709,0.00324999819259709,0.00324999819259709
-4.738,0.00325466406734417,0.00325466406734417,0.00325466406734417
-4.737,0.00325933582584158,0.00325933582584158,0.00325933582584158
-4.736,0.00326401347419732,0.00326401347419732,0.00326401347419732
-4.735,0.00326869701852375,0.00326869701852375,0.00326869701852375
-4.734,0.00327338646493756,0.00327338646493756,0.00327338646493756
-4.733,0.0032780818195598,0.0032780818195598,0.0032780818195598
-4.732,0.00328278308851585,0.00328278308851585,0.00328278308851585
-4.731,0.00328749027793545,0.00328749027793545,0.00328749027793545
-4.73,0.00329220339395269,0.00329220339395269,0.00329220339395269
-4.729,0.003296922442706,0.003296922442706,0.003296922442706
-4.728,0.00330164743033814,0.00330164743033814,0.00330164743033814
-4.727,0.00330637836299625,0.00330637836299625,0.00330637836299625
-4.726,0.0033111152468318,0.0033111152468318,0.0033111152468318
-4.725,0.0033158580880006,0.0033158580880006,0.0033158580880006
-4.724,0.00332060689266281,0.00332060689266281,0.00332060689266281
-4.723,0.00332536166698296,0.00332536166698296,0.00332536166698296
-4.722,0.0033301224171299,0.0033301224171299,0.0033301224171299
-4.721,0.00333488914927683,0.00333488914927683,0.00333488914927683
-4.72,0.00333966186960131,0.00333966186960131,0.00333966186960131
-4.719,0.00334444058428525,0.00334444058428525,0.00334444058428525
-4.718,0.00334922529951488,0.00334922529951488,0.00334922529951488
-4.717,0.00335401602148081,0.00335401602148081,0.00335401602148081
-4.716,0.00335881275637799,0.00335881275637799,0.00335881275637799
-4.715,0.0033636155104057,0.0033636155104057,0.0033636155104057
-4.714,0.00336842428976758,0.00336842428976758,0.00336842428976758
-4.713,0.00337323910067161,0.00337323910067161,0.00337323910067161
-4.712,0.00337805994933015,0.00337805994933015,0.00337805994933015
-4.711,0.00338288684195985,0.00338288684195985,0.00338288684195985
-4.71,0.00338771978478176,0.00338771978478176,0.00338771978478176
-4.709,0.00339255878402126,0.00339255878402126,0.00339255878402126
-4.708,0.00339740384590805,0.00339740384590805,0.00339740384590805
-4.707,0.00340225497667623,0.00340225497667623,0.00340225497667623
-4.706,0.0034071121825642,0.0034071121825642,0.0034071121825642
-4.705,0.00341197546981473,0.00341197546981473,0.00341197546981473
-4.704,0.00341684484467494,0.00341684484467494,0.00341684484467494
-4.703,0.00342172031339629,0.00342172031339629,0.00342172031339629
-4.702,0.00342660188223458,0.00342660188223458,0.00342660188223458
-4.701,0.00343148955744998,0.00343148955744998,0.00343148955744998
-4.7,0.00343638334530699,0.00343638334530699,0.00343638334530699
-4.699,0.00344128325207445,0.00344128325207445,0.00344128325207445
-4.698,0.00344618928402556,0.00344618928402556,0.00344618928402556
-4.697,0.00345110144743788,0.00345110144743788,0.00345110144743788
-4.696,0.00345601974859328,0.00345601974859328,0.00345601974859328
-4.695,0.00346094419377801,0.00346094419377801,0.00346094419377801
-4.694,0.00346587478928265,0.00346587478928265,0.00346587478928265
-4.693,0.00347081154140213,0.00347081154140213,0.00347081154140213
-4.692,0.00347575445643573,0.00347575445643573,0.00347575445643573
-4.691,0.00348070354068708,0.00348070354068708,0.00348070354068708
-4.69,0.00348565880046414,0.00348565880046414,0.00348565880046414
-4.689,0.00349062024207923,0.00349062024207923,0.00349062024207923
-4.688,0.00349558787184901,0.00349558787184901,0.00349558787184901
-4.687,0.0035005616960945,0.0035005616960945,0.0035005616960945
-4.686,0.00350554172114103,0.00350554172114103,0.00350554172114103
-4.685,0.00351052795331832,0.00351052795331832,0.00351052795331832
-4.684,0.00351552039896041,0.00351552039896041,0.00351552039896041
-4.683,0.00352051906440569,0.00352051906440569,0.00352051906440569
-4.682,0.00352552395599689,0.00352552395599689,0.00352552395599689
-4.681,0.00353053508008109,0.00353053508008109,0.00353053508008109
-4.68,0.00353555244300972,0.00353555244300972,0.00353555244300972
-4.679,0.00354057605113855,0.00354057605113855,0.00354057605113855
-4.678,0.0035456059108277,0.0035456059108277,0.0035456059108277
-4.677,0.00355064202844161,0.00355064202844161,0.00355064202844161
-4.676,0.00355568441034908,0.00355568441034908,0.00355568441034908
-4.675,0.00356073306292328,0.00356073306292328,0.00356073306292328
-4.674,0.00356578799254168,0.00356578799254168,0.00356578799254168
-4.673,0.00357084920558612,0.00357084920558612,0.00357084920558612
-4.672,0.00357591670844277,0.00357591670844277,0.00357591670844277
-4.671,0.00358099050750217,0.00358099050750217,0.00358099050750217
-4.67,0.00358607060915914,0.00358607060915914,0.00358607060915914
-4.669,0.00359115701981292,0.00359115701981292,0.00359115701981292
-4.668,0.00359624974586704,0.00359624974586704,0.00359624974586704
-4.667,0.0036013487937294,0.0036013487937294,0.0036013487937294
-4.666,0.00360645416981221,0.00360645416981221,0.00360645416981221
-4.665,0.00361156588053205,0.00361156588053205,0.00361156588053205
-4.664,0.00361668393230984,0.00361668393230984,0.00361668393230984
-4.663,0.00362180833157083,0.00362180833157083,0.00362180833157083
-4.662,0.0036269390847446,0.0036269390847446,0.0036269390847446
-4.661,0.00363207619826511,0.00363207619826511,0.00363207619826511
-4.66,0.00363721967857061,0.00363721967857061,0.00363721967857061
-4.659,0.00364236953210373,0.00364236953210373,0.00364236953210373
-4.658,0.00364752576531141,0.00364752576531141,0.00364752576531141
-4.657,0.00365268838464494,0.00365268838464494,0.00365268838464494
-4.656,0.00365785739655997,0.00365785739655997,0.00365785739655997
-4.655,0.00366303280751647,0.00366303280751647,0.00366303280751647
-4.654,0.00366821462397872,0.00366821462397872,0.00366821462397872
-4.653,0.00367340285241539,0.00367340285241539,0.00367340285241539
-4.652,0.00367859749929945,0.00367859749929945,0.00367859749929945
-4.651,0.00368379857110824,0.00368379857110824,0.00368379857110824
-4.65,0.00368900607432339,0.00368900607432339,0.00368900607432339
-4.649,0.00369422001543092,0.00369422001543092,0.00369422001543092
-4.648,0.00369944040092115,0.00369944040092115,0.00369944040092115
-4.647,0.00370466723728873,0.00370466723728873,0.00370466723728873
-4.646,0.00370990053103269,0.00370990053103269,0.00370990053103269
-4.645,0.00371514028865634,0.00371514028865634,0.00371514028865634
-4.644,0.00372038651666736,0.00372038651666736,0.00372038651666736
-4.643,0.00372563922157777,0.00372563922157777,0.00372563922157777
-4.642,0.00373089840990388,0.00373089840990388,0.00373089840990388
-4.641,0.00373616408816639,0.00373616408816639,0.00373616408816639
-4.64,0.00374143626289028,0.00374143626289028,0.00374143626289028
-4.639,0.00374671494060491,0.00374671494060491,0.00374671494060491
-4.638,0.00375200012784393,0.00375200012784393,0.00375200012784393
-4.637,0.00375729183114535,0.00375729183114535,0.00375729183114535
-4.636,0.00376259005705151,0.00376259005705151,0.00376259005705151
-4.635,0.00376789481210907,0.00376789481210907,0.00376789481210907
-4.634,0.00377320610286901,0.00377320610286901,0.00377320610286901
-4.633,0.00377852393588668,0.00377852393588668,0.00377852393588668
-4.632,0.00378384831772171,0.00378384831772171,0.00378384831772171
-4.631,0.0037891792549381,0.0037891792549381,0.0037891792549381
-4.63,0.00379451675410415,0.00379451675410415,0.00379451675410415
-4.629,0.00379986082179251,0.00379986082179251,0.00379986082179251
-4.628,0.00380521146458013,0.00380521146458013,0.00380521146458013
-4.627,0.00381056868904832,0.00381056868904832,0.00381056868904832
-4.626,0.0038159325017827,0.0038159325017827,0.0038159325017827
-4.625,0.0038213029093732,0.0038213029093732,0.0038213029093732
-4.624,0.00382667991841411,0.00382667991841411,0.00382667991841411
-4.623,0.00383206353550404,0.00383206353550404,0.00383206353550404
-4.622,0.00383745376724588,0.00383745376724588,0.00383745376724588
-4.621,0.0038428506202469,0.0038428506202469,0.0038428506202469
-4.62,0.00384825410111866,0.00384825410111866,0.00384825410111866
-4.619,0.00385366421647706,0.00385366421647706,0.00385366421647706
-4.618,0.00385908097294231,0.00385908097294231,0.00385908097294231
-4.617,0.00386450437713896,0.00386450437713896,0.00386450437713896
-4.616,0.00386993443569585,0.00386993443569585,0.00386993443569585
-4.615,0.00387537115524617,0.00387537115524617,0.00387537115524617
-4.614,0.00388081454242742,0.00388081454242742,0.00388081454242742
-4.613,0.00388626460388143,0.00388626460388143,0.00388626460388143
-4.612,0.00389172134625431,0.00389172134625431,0.00389172134625431
-4.611,0.00389718477619655,0.00389718477619655,0.00389718477619655
-4.61,0.00390265490036292,0.00390265490036292,0.00390265490036292
-4.609,0.00390813172541249,0.00390813172541249,0.00390813172541249
-4.608,0.00391361525800868,0.00391361525800868,0.00391361525800868
-4.607,0.00391910550481924,0.00391910550481924,0.00391910550481924
-4.606,0.00392460247251618,0.00392460247251618,0.00392460247251618
-4.605,0.00393010616777587,0.00393010616777587,0.00393010616777587
-4.604,0.00393561659727898,0.00393561659727898,0.00393561659727898
-4.603,0.0039411337677105,0.0039411337677105,0.0039411337677105
